,img,persons_50%
473,485.jpg,8
474,482.jpg,10
475,481.jpg,10
476,483.jpg,12
477,486.jpg,10
478,480.jpg,6
479,488.jpg,10
480,489.jpg,10
481,491.jpg,10
482,490.jpg,10
483,499.jpg,10
484,494.jpg,11
485,495.jpg,11
486,497.jpg,10
487,496.jpg,10
488,492.jpg,10
489,493.jpg,10
490,498.jpg,10
491,500.jpg,10
